loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse,learning_rate
0.9580544829368591,0.8599981665611267,0.9580544829368591,0.9788025617599487,0.9744575023651123,0.8646326661109924,0.9744575023651123,0.9871461391448975,4.999999873689376e-05
0.9581704139709473,0.8599714636802673,0.9581704139709473,0.9788618087768555,0.9736706614494324,0.8661885261535645,0.9736706614494324,0.9867475032806396,4.999999873689376e-05
0.958137035369873,0.860214352607727,0.958137035369873,0.9788447618484497,0.9736165404319763,0.866392195224762,0.9736165404319763,0.986720085144043,4.999999873689376e-05
0.958040177822113,0.8602945804595947,0.958040177822113,0.9787952899932861,0.973825991153717,0.8658889532089233,0.973825991153717,0.9868262410163879,4.999999873689376e-05
0.9581412076950073,0.8600698113441467,0.9581412076950073,0.9788468480110168,0.9740909934043884,0.8639792799949646,0.9740909934043884,0.9869604706764221,4.999999873689376e-05
0.9580532312393188,0.8599748015403748,0.9580532312393188,0.978801965713501,0.9739941954612732,0.867448091506958,0.9739941954612732,0.986911416053772,4.999999873689376e-05
0.9580338597297668,0.8603252172470093,0.9580338597297668,0.9787920117378235,0.9740979075431824,0.8656155467033386,0.9740979075431824,0.9869639873504639,4.999999873689376e-05
0.957683801651001,0.8596702814102173,0.957683801651001,0.9786131978034973,0.973546028137207,0.8658406734466553,0.973546028137207,0.9866843819618225,2.499999936844688e-05
0.957735002040863,0.8601798415184021,0.957735002040863,0.9786393642425537,0.9736244678497314,0.865300714969635,0.9736244678497314,0.9867241382598877,2.499999936844688e-05
0.9576643705368042,0.8597851991653442,0.9576643705368042,0.9786033034324646,0.9737248420715332,0.8680188655853271,0.9737248420715332,0.9867749810218811,2.499999936844688e-05
0.9576913118362427,0.860427975654602,0.9576913118362427,0.9786170125007629,0.9736619591712952,0.8651054501533508,0.9736619591712952,0.9867430925369263,2.499999936844688e-05
0.957624614238739,0.8599459528923035,0.957624614238739,0.9785829782485962,0.9736754894256592,0.867524266242981,0.9736754894256592,0.9867499470710754,2.499999936844688e-05
0.957608163356781,0.8600388169288635,0.957608163356781,0.9785745739936829,0.9738250970840454,0.8674957752227783,0.9738250970840454,0.9868257641792297,2.499999936844688e-05
